episode,selectivity,bucket_id,q_pre_before,q_post_before,chosen_strategy,was_guardrail,latency_ms,recall,reward,q_pre_after,q_post_after,gt_latency_ms,filter_name
99,0.092237,0,0.930768,0.844175,post_filter,False,1.0098,1.0,0.966342,0.930768,0.856392,25.5158,main_cat='Home Audio &amp; Theater' AND overall>=3.0
100,0.12068,1,0.80627,0.840443,post_filter,False,0.9135,1.0,0.96955,0.80627,0.853354,25.3727,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
101,0.881823,20,0.729,0.982301,pre_filter,False,669.4488,1.0,0.0,0.6561,0.982301,115.1929,"overall IN (1,4,5)"
102,0.929351,21,1.0,0.886487,post_filter,True,2.403,0.9,0.53571,1.0,0.851409,25.4986,"overall IN (1,2,4,5)"
103,0.610257,18,0.81,0.926731,post_filter,False,3.7178,1.0,0.876072,0.81,0.921665,25.3405,overall>=5.0
104,0.728433,19,0.729,0.951756,post_filter,False,4.0997,1.0,0.863343,0.729,0.942914,25.4283,"overall IN (2,3,5)"
105,0.680906,18,0.81,0.921665,post_filter,False,3.3562,0.9,0.517206,0.81,0.881219,25.3002,"overall IN (3,5)"
106,0.050727,0,0.930768,0.856392,post_filter,False,5.2703,0.1,0.0,0.930768,0.770753,26.1761,"main_cat IN ('Computers', 'Tools & Home Improvement')"
107,0.751008,19,0.729,0.942914,post_filter,False,2.5398,1.0,0.915339,0.729,0.940157,25.1801,"overall IN (1,2,5)"
108,0.658182,18,0.81,0.881219,pre_filter,False,150.7762,1.0,0.0,0.729,0.881219,25.083,verified=true AND overall>=3.0
109,0.70348,19,0.729,0.940157,post_filter,False,2.715,1.0,0.9095,0.729,0.937091,25.4279,"overall IN (1,5)"
110,0.210713,2,0.810437,0.904565,pre_filter,False,40.1352,1.0,0.0,0.729393,0.904565,25.5215,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
111,0.7886,19,0.729,0.937091,post_filter,False,2.1272,1.0,0.929093,0.729,0.936291,25.8638,overall>=4.0
112,0.140751,1,0.80627,0.853354,pre_filter,False,27.4697,1.0,0.084344,0.734077,0.853354,26.4854,overall<=2.0
113,0.248992,4,0.932027,0.993673,post_filter,False,4.2738,1.0,0.857539,0.932027,0.980059,25.391,"overall IN (3,4)"
114,0.339351,8,0.844814,0.897285,pre_filter,False,57.149,1.0,0.0,0.760333,0.897285,25.5392,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
115,0.050727,0,0.930768,0.770753,pre_filter,False,9.3761,1.0,0.687462,0.906437,0.770753,25.924,"main_cat IN ('Computers', 'Tools & Home Improvement')"
116,0.728433,19,0.729,0.936291,post_filter,False,2.421,1.0,0.919301,0.729,0.934592,25.339,"overall IN (2,3,5)"
117,0.300422,7,0.820871,0.951922,post_filter,False,3.8165,1.0,0.872785,0.820871,0.944009,25.2705,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
118,0.210713,2,0.729393,0.904565,post_filter,False,4.9468,1.0,0.835107,0.729393,0.897619,25.5255,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
119,0.70348,19,0.729,0.934592,post_filter,False,2.8055,1.0,0.906483,0.729,0.931781,25.5895,"overall IN (1,5)"
120,0.339351,8,0.760333,0.897285,pre_filter,False,21.7943,1.0,0.273525,0.711652,0.897285,25.4713,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
121,0.160682,1,0.734077,0.853354,post_filter,False,4.2736,1.0,0.857547,0.734077,0.853773,25.6514,"main_cat IN ('Camera & Photo', 'Computers')"
122,0.774129,19,0.729,0.931781,post_filter,False,2.246,1.0,0.925132,0.729,0.931116,25.501,"overall IN (1,3,5)"
123,0.774129,19,0.729,0.931116,post_filter,False,2.0847,1.0,0.930511,0.729,0.931056,28.9542,"overall IN (1,3,5)"
124,0.092237,0,0.906437,0.770753,pre_filter,False,17.4707,1.0,0.417644,0.857558,0.770753,25.2456,main_cat='Home Audio &amp; Theater' AND overall>=3.0
125,0.658182,18,0.729,0.881219,post_filter,False,1.9675,1.0,0.934418,0.729,0.886539,25.3384,verified=true AND overall>=3.0
126,0.300422,7,0.820871,0.944009,post_filter,False,1.4835,1.0,0.950549,0.820871,0.944663,25.5049,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
127,0.092237,0,0.857558,0.770753,post_filter,False,1.8441,1.0,0.938529,0.857558,0.78753,25.4617,main_cat='Home Audio &amp; Theater' AND overall>=3.0
128,0.658182,18,0.729,0.886539,post_filter,False,1.5651,1.0,0.947831,0.729,0.892668,25.2893,verified=true AND overall>=3.0
129,0.680906,18,0.729,0.892668,post_filter,False,2.3503,1.0,0.921656,0.729,0.895567,25.2826,"overall IN (3,5)"
130,0.658182,18,0.729,0.895567,pre_filter,False,43.9497,1.0,0.0,0.6561,0.895567,25.4473,verified=true AND overall>=3.0
131,0.859249,20,0.6561,0.982301,post_filter,False,2.18,1.0,0.927333,0.6561,0.976805,25.2203,overall>=3.0
132,0.658182,18,0.6561,0.895567,post_filter,False,2.2144,1.0,0.926188,0.6561,0.898629,25.4045,verified=true AND overall>=3.0
133,0.680906,18,0.6561,0.898629,post_filter,False,1.8237,1.0,0.93921,0.6561,0.902687,25.6119,"overall IN (3,5)"
134,0.050727,0,0.857558,0.78753,pre_filter,False,4.0262,1.0,0.865792,0.858381,0.78753,25.5052,"main_cat IN ('Computers', 'Tools & Home Improvement')"
135,0.319094,7,0.820871,0.944663,post_filter,False,1.7735,1.0,0.940882,0.820871,0.944284,25.4143,"overall IN (1,2,4)"
136,0.906777,21,1.0,0.851409,post_filter,True,1.0594,1.0,0.964686,1.0,0.862737,25.1131,overall>=2.0
137,0.610257,18,0.6561,0.902687,post_filter,False,1.7712,1.0,0.94096,0.6561,0.906514,25.1326,overall>=5.0
138,0.073033,0,0.858381,0.78753,pre_filter,False,4.121,1.0,0.862633,0.858807,0.78753,25.7258,brand='Tiffen'
139,0.751008,19,0.729,0.931056,post_filter,False,0.7773,0.9,0.567269,0.729,0.894677,25.2546,"overall IN (1,2,5)"
140,0.319094,7,0.820871,0.944284,post_filter,False,1.7315,1.0,0.942283,0.820871,0.944084,25.1118,"overall IN (1,2,4)"
141,0.300422,7,0.820871,0.944084,post_filter,False,0.7901,1.0,0.973664,0.820871,0.947042,25.3252,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
142,0.230635,3,1.0,0.991703,post_filter,False,1.7928,0.9,0.547555,1.0,0.947288,25.7235,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
143,0.821657,20,0.6561,0.976805,post_filter,False,1.2095,1.0,0.959683,0.6561,0.975092,25.1529,"overall IN (1,2,3,5)"
144,0.050727,0,0.858807,0.78753,pre_filter,False,2.798,1.0,0.906732,0.863599,0.78753,25.6031,"main_cat IN ('Computers', 'Tools & Home Improvement')"
145,0.300422,7,0.820871,0.947042,pre_filter,False,24.4406,1.0,0.185314,0.757316,0.947042,25.246,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
146,0.859249,20,0.6561,0.975092,post_filter,False,1.0808,1.0,0.963972,0.6561,0.97398,25.0637,overall>=3.0
147,0.092237,0,0.863599,0.78753,pre_filter,False,5.6582,1.0,0.811394,0.858379,0.78753,25.1897,main_cat='Home Audio &amp; Theater' AND overall>=3.0
148,0.300422,7,0.757316,0.947042,post_filter,False,1.3629,1.0,0.954569,0.757316,0.947795,25.0962,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
149,0.210713,2,0.729393,0.897619,pre_filter,False,11.7774,1.0,0.607419,0.717196,0.897619,25.1431,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
150,0.821657,20,0.6561,0.97398,post_filter,False,1.7612,1.0,0.941293,0.6561,0.970712,25.2067,"overall IN (1,2,3,5)"
151,0.774129,19,0.729,0.894677,post_filter,False,1.6026,1.0,0.946581,0.729,0.899868,25.1198,"overall IN (1,3,5)"
152,0.751008,19,0.729,0.899868,post_filter,False,1.5477,1.0,0.948411,0.729,0.904722,25.2337,"overall IN (1,2,5)"
153,0.12068,1,0.734077,0.853773,post_filter,False,1.3683,0.5,0.001557,0.734077,0.768551,27.275,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
154,0.836128,20,0.6561,0.970712,post_filter,False,0.9411,1.0,0.968631,0.6561,0.970504,30.3607,"overall IN (2,4,5)"
155,0.70348,19,0.729,0.904722,post_filter,False,1.4647,1.0,0.951178,0.729,0.909367,25.3368,"overall IN (1,5)"
156,0.821657,20,0.6561,0.970504,post_filter,False,1.3201,1.0,0.955996,0.6561,0.969053,25.9662,"overall IN (1,2,3,5)"
157,0.836128,20,0.6561,0.969053,post_filter,False,1.0388,1.0,0.965372,0.6561,0.968685,25.8168,"overall IN (2,4,5)"
158,0.270385,5,0.948232,0.900963,post_filter,False,1.2039,1.0,0.959869,0.948232,0.906854,31.1626,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
159,0.140751,1,0.734077,0.768551,post_filter,False,2.4042,1.0,0.91986,0.734077,0.783682,27.6881,overall<=2.0
160,0.073033,0,0.858379,0.78753,pre_filter,False,3.862,1.0,0.871268,0.859668,0.78753,26.5295,brand='Tiffen'
161,0.300422,7,0.757316,0.947795,post_filter,False,1.2574,0.9,0.557948,0.757316,0.90881,25.3532,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
162,0.680906,18,0.6561,0.906514,post_filter,False,0.8329,1.0,0.972236,0.6561,0.913087,25.232,"overall IN (3,5)"
163,0.270385,5,0.948232,0.906854,pre_filter,False,19.0629,1.0,0.364569,0.889866,0.906854,25.013,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
164,0.881823,20,0.6561,0.968685,pre_filter,False,49.8286,1.0,0.0,0.59049,0.968685,25.0912,"overall IN (1,4,5)"
165,0.751008,19,0.729,0.909367,post_filter,False,1.157,1.0,0.961433,0.729,0.914574,25.137,"overall IN (1,2,5)"
166,0.160682,1,0.734077,0.783682,post_filter,False,1.1579,1.0,0.961403,0.734077,0.801454,25.3898,"main_cat IN ('Camera & Photo', 'Computers')"
167,0.881823,20,0.59049,0.968685,post_filter,False,1.0397,1.0,0.965344,0.59049,0.968351,25.1499,"overall IN (1,4,5)"
168,0.836128,20,0.59049,0.968351,post_filter,False,1.0746,1.0,0.964179,0.59049,0.967934,25.1897,"overall IN (2,4,5)"
169,0.774129,19,0.729,0.914574,pre_filter,False,62.2451,1.0,0.0,0.6561,0.914574,25.1672,"overall IN (1,3,5)"
170,0.389743,11,0.908041,0.989644,pre_filter,False,91.2592,1.0,0.0,0.817237,0.989644,26.2733,overall<=4.0
171,0.7886,19,0.6561,0.914574,post_filter,False,1.2201,0.9,0.558673,0.6561,0.878984,25.0764,overall>=4.0
172,0.610257,18,0.6561,0.913087,post_filter,False,1.2805,1.0,0.957317,0.6561,0.91751,25.032,overall>=5.0
173,0.751008,19,0.6561,0.878984,post_filter,False,0.6996,0.0,0.0,0.6561,0.791086,25.3215,"overall IN (1,2,5)"
174,0.160682,1,0.734077,0.801454,post_filter,False,1.3828,0.3,9e-06,0.734077,0.72131,25.7162,"main_cat IN ('Camera & Photo', 'Computers')"
175,0.859249,20,0.59049,0.967934,post_filter,False,1.1425,1.0,0.961917,0.59049,0.967332,25.2435,overall>=3.0
176,0.140751,1,0.734077,0.72131,pre_filter,False,12.1314,1.0,0.595619,0.720231,0.72131,27.8607,overall<=2.0
177,0.092237,0,0.859668,0.78753,pre_filter,False,5.7073,1.0,0.809756,0.854676,0.78753,25.2715,main_cat='Home Audio &amp; Theater' AND overall>=3.0
178,0.7886,19,0.6561,0.791086,post_filter,False,1.1355,1.0,0.962149,0.6561,0.808192,25.1843,overall>=4.0
179,0.836128,20,0.59049,0.967332,post_filter,False,0.9508,1.0,0.968307,0.59049,0.967429,25.0708,"overall IN (2,4,5)"
180,0.389743,11,0.817237,0.989644,post_filter,False,0.9678,1.0,0.967739,0.817237,0.987453,25.2494,overall<=4.0
181,0.073033,0,0.854676,0.78753,pre_filter,False,4.1947,1.0,0.860175,0.855226,0.78753,26.2119,brand='Tiffen'
182,0.248992,4,0.932027,0.980059,post_filter,False,1.1135,1.0,0.962885,0.932027,0.978342,25.1884,"overall IN (3,4)"
183,0.180604,1,0.720231,0.72131,pre_filter,False,10.5251,1.0,0.649162,0.713124,0.72131,25.6194,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
184,0.073033,0,0.855226,0.78753,post_filter,False,1.4799,0.2,0.0,0.855226,0.708777,26.1613,brand='Tiffen'
185,0.859249,20,0.59049,0.967429,post_filter,False,1.047,1.0,0.965099,0.59049,0.967196,25.1809,overall>=3.0
186,0.180604,1,0.713124,0.72131,pre_filter,False,10.3983,1.0,0.65339,0.707151,0.72131,25.5752,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
187,0.929351,21,1.0,0.862737,post_filter,True,0.8617,1.0,0.971275,1.0,0.873591,25.296,"overall IN (1,2,4,5)"
